DOI,Author Keywords
10.1080/00218839.2016.1260240,apiculture; Apis mellifera; beekeeping; citizen science; colony loss; monitoring; survey; winter survival
10.3390/land5040037,Citizen science; Conservation volunteering; Ecological restoration; Monitoring; New zealand; Wicked problems
10.5751/ES-08818-210434,Adaptive management; Comanagement; Customary ecological knowledge; Fisheries
10.5751/ES-08934-210432,Citizen science; Collaborative governance; Community-based monitoring; Freshwater; Macroinvertebrates; Participatory processes; Resource management; Streams; Volunteer monitoring; Water quality
10.1145/2960403,
10.1007/s12036-016-9415-8,amateur astronomy; citizen-science; crowd-sourcing; Galaxies: active; galaxies: evolution; galaxies: individual: NGC 1482; galaxies: individual: NGC 3801; galaxies: individual: NGC 6764; galaxies: individual: Speca; galaxies: jets; galaxies: stellar content; observations
10.1002/fee.1436,
10.1177/0263775816633195,accumulation by dispossession; commodification; critical data studies; data colonialism; everyday life; ‘big data’
10.1111/biom.12506,Butterflies; Citizen science; Concentrated likelihood; Normal mixtures; Phenology; UKBMS
10.1016/j.cois.2016.10.005,
10.1111/cobi.12737,diversidad; diversity; ecological monitoring; historia natural; monitoreo ecológico; natural history; Naturalista UC California; Naturalista Virgina Master; UC California Naturalist; Virginia Master Naturalist; voluntarios; volunteers
10.1016/j.socscimed.2016.10.019,Asbestos; Citizen science; Community engagement; Environmental toxicity; Ontological turn; Risk; Semiotic anthropology; USA
10.1007/s10344-016-1054-5,Appraisal; Fear; Trust; Wolves
10.1007/s11524-016-0081-6,Active living; Citizen science; Mexico; Neighborhoods
10.1111/fme.12189,anglers; invasion; protected areas; reservoirs; spread
10.1007/s11852-016-0460-x,Boston Harbor Islands; Citizen science; Computer vision; Geomorphology; Time series
10.1016/j.envsoft.2016.09.013,Conjoint analysis; Fisher behaviour; Fisher knowledge; Fisheries; Individual based model; Participatory modelling
10.1016/j.ocecoaman.2016.09.014,Citizen science; Invasive lionfish; Marine protected areas; Motivations; Participation
10.1111/cobi.12727,ciencia ciudadana; citizen science; community-based monitoring; conocimiento ecológico tradicional; monitoreo basado en comunidades; monitoreo y manejo participativo; participación de público en la investigación científica; participatory monitoring and management; public participation in scientific research; traditional ecological knowledge
10.1007/s10708-016-9745-8,Disaster management; Distributed geodatabase; Geo-tagged tweets; Tweets; Volunteered geographic information; Web GIS
10.1007/s13280-016-0799-0,Agricultural landscape; Ecosystem service; Essential biodiversity variables; Monitoring budget; Stakeholder need; Survey design
10.1080/13658816.2016.1181265,GNSS traces; roads; speed; vehicles; VGI
10.1016/j.trac.2016.02.023,Absorption spectrometry; Cell phone science; Citizen science; Point-of-use spectrometry; Portable instrumentation; Reflectance spectrometry
10.1007/s10588-016-9213-5,Agent-based modeling; Collective action; Communication network; Complex adaptive systems; Diversity; Innovation; Social network
10.1145/3010915.3010981,Augmented reality; Children; Mobile and ubiquitous technology; Natural environment; Sustainable HCI
10.1080/09518398.2016.1201609,citizen science; CPBR; digital organizing; environmental justice; location-based services; People sensors; Youth Participatory Action Research (YPAR)
10.3390/ijgi5110217,Crowdsourcing; Data collection; Protocol; Vector data; VGI; Volunteered geographic information
10.3897/BDJ.4.e10279,Biodiversity; Biodiversity data; Biodiversity informatics; Citizen science; Conservation; Crowd-sourcing; Data; India; Information te chnology; Open data; Public participation in scientific research; Species distribution; Species information
10.3390/su8111144,AHP; Extremadura (Spain); GIS; Rural tourism potential; VGI
10.3897/BDJ.4.e8692,Biodiversity hotspot; Bioherms; Citizen science; Coralligenous assemblages; Coralligenous outcrops; Coralline reefs; Mediterranean Sea; Monitoring; SCUBA diving
10.1109/IGARSS.2016.7729937,Biosphere; Crowdsourcing; Environment; OGC standards; Sensor web
10.1016/j.envdev.2016.10.002,Biodiversity; Citizen science; Interdisciplinarity; Naturalistic knowledge; Participatory research; Reflexivity
10.1098/rsos.160455,Citizen science; I3S; Matching; Migration; Photo-ID; Rhincodon typus
10.1371/journal.pone.0166866,
10.1016/j.spasta.2016.06.006,Climate change; Hierarchical Bayesian models; Markov chain Monte Carlo; Ornithology; Spatial analysis
10.1002/ecs2.1546,Ants; Bayesian data-augmentation; Citizen-science; Detection probability; Formica rufa-group; Formicidae; Nonparametric richness estimator; Plot-level detection model; Red wood ants; Sessile organisms
10.1371/journal.pone.0165362,
10.1177/0265813516647965,citizen science; Complexity; liquid methods; planning; self-organization
10.1111/ddi.12477,biodiversity hotspots; citizen science; conservation priority; point process model; species richness; volunteer
10.1016/j.apgeog.2016.09.019,Bushfire; Community engagement; Disaster preparation; Disaster risk reduction; Participatory mapping; VGI
10.1016/j.chb.2016.07.039,Barriers; Crowdsourcing; Enablers; Motivations; Participation; Volunteering
10.1016/j.jenvman.2016.07.092,Citizen science; Crowd involvement; Environmental monitoring; Face-to-face interaction; Motivations; Social strategy
10.1016/j.spasta.2016.05.005,Bayesian maximum entropy; Binomial kriging; Minimum norm approximations; Poisson; Uncertainty
10.1007/s10530-016-1217-z,Alien species; Brown marmorated stink bug; Distribution map; Introduced pest; Pentatomidae; Recognition keys
10.1111/rec.12387,artificial; augmented reality; conservation; games; Ingress; nature; restoration; smartphone
10.1080/01459740.2016.1145219,Citizen science; immunization; parenting; patient activation; social media
10.1145/2996913.2996975,Big data; Social media; Volunteered geographic information
10.1145/3022211.3022216,Citizen Data Science; Citizen Science; Collaborative Learning; Data Science; Data Science Education; Open Data
10.1098/rsos.160592,Agriculture; Chlorophyll fluorescence; Open-source hardware; Phenomics; Photosynthesis
10.1051/e3sconf/20160716001,
10.3847/2041-8205/830/2/L28,circumstellar matter; open clusters and associations: individual (Carina); stars: low-mass
10.1080/15230406.2015.1129914,China; citizen science; crowdsourcing; Open data; urban analytics
10.1145/2984511.2984533,Citizen science; Communitysensing; Habitsourcing; Physical crowdsourcing
10.1016/j.foreco.2016.07.029,Climate; Extinction debt; Forest history; Management; Soil type
10.1016/j.scitotenv.2016.05.211,Citizen science; Crowdsourcing; Dahl Hith; Participatory; Saudi Arabia; Social media mining
10.1016/j.scitotenv.2015.12.068,Algae; Citizen science; Ecological assessment; Eutrophication; Rivers; Triage
10.3390/s16101698,Citizen science; Electrochemical sensor; Low-cost sensors; Nitrogen dioxide; Ozone; Performance evaluation
10.1186/s13002-016-0119-6,Citizen science; Ethnobiology; Ethnobotany; Local knowledge; Participatory research; Participatory video; Research with children; Wild gathered plant species
10.1111/cobi.12762,aprendizaje transformador; biodiversidad; biodiversity; collaborative assessment; interacciones; participación; participation; política ciencia-sociedad; science-society-policy interactions; transformative learning; valoración colaborativa
10.3390/rs8100813,Citizen science; Collaborative science; Global Grid; Global monitoring; Probability-based; Survey design
10.3390/rs8100859,Citizen science; Crowdsourced geographic information; Crowdsourcing; Disaster management; Volunteered geographic information
10.3390/rs8100869,Aboveground forest biomass; Basal area; Citizen science; Digital camera; Digital relascope; Growing stock volume; Optical satellite images; Participatory sensing; Smartphone app
10.1080/00087041.2016.1256963,
10.1002/2016WR019182,citizen science; floods; person's vulnerability
10.1093/biosci/biw116,community-based monitoring; flowering; invasive species; natural-history collections; public participation in scientific research
10.1080/00087041.2016.1243863,citizen participation; citizen science; crowdsourcing; neighbourhood planning; public geographic information systems
10.3390/ijgi5100183,Geographic information systems; Land use/land cover; Spatial data integration; User generated spatial content; VGI; Volunteered geographic information
10.1016/j.jhydrol.2016.07.036,Citizen science; Crowdsourced data; Flood hydrology; Flood mapping; LSPIV
10.1002/lom3.10120,
10.1371/journal.pone.0163407,
10.1080/00087041.2016.1243864,boundary objects; deep mapping; knowledge representation; non-representational theory; participatory deep mapping; PGIS; spatial stories; umwelt
10.1080/00087041.2016.1243862,community mapping; participatory geographies; volunteered geographic information
10.1080/10598650.2016.1228302,informal learning; lifelong education; Museum–university partnerships; science communication; STEM education
10.1111/2041-210X.12581,Batesian mimicry; citizen science; data quality; insect identification; learner effect
10.1016/j.geoforum.2016.07.002,Human-wildlife relations; Monitoring and recording networks; Wildlife conservation
10.1080/00087041.2016.1227552,Geoweb; local spatial knowledge; participatory geographic information systems; participatory practice; volunteered geographic information
10.1007/s10584-016-1756-4,Citizen science; Climate change assessment; Decision support; Stakeholder engagement; Vermont
10.1007/s00267-016-0746-7,Citizen science; Early detection; Invasive species; Volunteer citizen monitoring
10.1016/j.gecco.2016.08.001,Citizen science; Complementary data; Killer whales; Marine field study; Passive acoustic monitor; Winter distribution
10.1016/j.marpol.2016.06.026,Citizen science; Marine resource management; Stakeholder attitudes; Systems thinking
10.1080/00087041.2016.1190146,cybercartography; Indigenous mapping; participatory method; PGIS; traditional land-use studies
10.1111/ddi.12463,citizen science; common bird monitoring; jags; occupancy model; population trend; volunteer
10.1016/j.landurbplan.2016.02.014,Cumulative impacts; Environmental justice; Public participatory GIS; Wicked problems
10.1111/boj.12402,conservation; identification; iNaturalist; IUCN Red List; specimens
10.1007/s10653-015-9776-y,Citizen science; Contamination; Hurricane Sandy; Soil
10.1007/s10708-015-9659-x,Accessibility; Assistive geotechnology; Crowdsourcing; Public health; Quality assessment; Wayfinding
10.5194/isprs-archives-XLII-4-W1-307-2016,Citizen Science; Indigenous People; Spatial Data Quality; Tree inventory; Volunteered Geographic Information
10.1098/rsta.2015.0220,Citizen science; Eclipse; Meteorology
10.1098/rsta.2015.0223,Astrophysics; Citizen science; E-science; Meteorology; Schools outreach; Solar eclipse
10.1109/Agro-Geoinformatics.2016.7577633,big data; classification of construction land use; land use management; volunteered geographic information
10.1016/j.marpolbul.2016.06.072,Citizen science; eDNA; Eradication; Marine invasion; Xenostrobus securis
10.3390/s16091510,Completeness; Crowdsourcing; OpenStreetMap; Spatial data quality; Trajectory data mining
10.1038/srep33051,
10.1002/bmb.20971,active methodologies; citizen science; food mislabeling; GMOs; University Education
10.3390/su8090921,Flickr images; Image segmentation; Land use/land cover (LULC) feature extraction; Majority distribution; Naive Bayes classifier; Social sensing
10.5194/isprs-annals-IV-4-W1-139-2016,
10.1098/rstb.2015.0340,Biodiversity; Citizen science; Community college; DNA barcoding; Education; Next Generation Science Standards
10.1080/24694452.2016.1191325,citizen participation; civic engagement; Geoweb; volunteered geographic information
10.1080/19338244.2015.1089828,Citizen science; hearing protection; hearing protection devices; leisure noise; workplace health and safety
10.3390/rs8090774,Citizen science; Cropland; Crowdsourcing; Data quality; Land cover; Local knowledge; Remote sensing; Tobler's Law; Volunteered geographical information
10.3390/rs8090726,Citizen science; Crowdsourcing; Landscape ecology; Pheno Cam; Phenology; Spatial scaling vegetation indices
10.1007/s13412-015-0236-x,Community-based environmental research; Cultural competence; Culturally appropriate research; Group protections; Research ethics
10.1353/cpr.2016.0050,Community survey; Data collection; Health surveys; Hispanic Americans; Survey methodology
10.3390/ijgi5090149,Data quality; Fitness-for-use; Points of interest; VGI
10.1371/journal.pone.0162493,
10.1002/ecs2.1464,Bird community index; Citizen science; Ecological integrity; Inventory and Monitoring; National Park Service; Special feature: science for our national parks' second century
10.1111/emr.12225,biodiversity; citizen science; ecological monitoring; habitat restoration; nature conservation; New Zealand
10.1109/MGRS.2015.2498840,
10.3847/0004-6256/152/3/76,astrobiology; extraterrestrial intelligence; surveys
10.1186/s13002-016-0109-8,Enset; Ethiopia; Indigenous knowledge; Landraces; On-farm diversity; On-farm management
10.1093/biosci/biw089,
10.1111/muan.12119,affect; archives; collections; institutional cultures; trace ethnography
10.1007/s10661-016-5513-y,Adaptive management; Citizen science; Policy outcomes; Program development; Science–policy boundary
10.1016/j.atmosenv.2016.06.063,Black carbon; Mobile measurements; Opportunistic monitoring; Spatial variation; Urban air quality
10.1007/s10531-016-1161-3,Citizen-sourced data; Grus japonensis; Ketupa blakistoni blakistoni; Occupancy model; Spatial heterogeneity; Umbrella species
10.1111/2041-210X.12562,Accipiter melanoleucus; Corvus cornix; Corvus corone; data collection; Google Images; hybrid zone; polymorphism; species distribution; Tyto alba; Ursus americanus
10.1016/j.apacoust.2016.03.013,Artificial sound field; Cross-calibration; Noise mapping; Noise monitoring; Outlier detection; Participative sensor network
10.1016/j.compenvurbsys.2016.01.006,"Crowdsourcing; Disaster management; Geo-social media, data analysis methods; Systematic mapping; VGI"
10.1007/s10980-016-0339-0,Climate; Flowering; Herbarium records; Land surface phenology; Phenology
10.1080/13549839.2015.1070335,citizen participation; climate change; environmental policy; Japan; local knowledge; scientific knowledge
10.1109/BGC.Geomatics.2016.55,Crowdsourcing; Data analysis; Geographic information systems; Hazards; OpenStreetMap; Spatial Data Quality
10.1080/09614524.2016.1195794,Aid – Monitoring and Evaluation; Environment (built and natural) – Agriculture; Labour and livelihoods – Poverty reduction; Methods
10.3389/fpsyg.2016.01208,Healthcare; Human error; Participatory action-research; Reporting; Safety; Surgery; Well-being
10.1080/10447318.2016.1194153,
10.1093/biosci/biw070,marine science; public participation in scientific research; science and society; Social research; volunteer recruitment
10.3832/ifor1809-009,Chestnut; Development; Policy; Workforce
10.1177/0263774X15614684,citizen science; environmental monitoring; epistemic inequality; Marcellus Shale; spatial knowledge gaps; water quality
10.1177/1075547016656191,citizen science; public participation; science engagement; theory of planned behavior
10.1111/fwb.12645,aquatic–terrestrial systems; citizen science; connectivity; fragmentation; metapopulation
10.1007/s10344-016-1013-1,Citizen science; Datasets; Population trends; Subsampling; West European hedgehog
10.1111/1365-2664.12635,citizen science; conservation; ratite; roads; southern cassowary Casuarius casuarius johnsonii; urban ecology; wildlife mortality
10.1111/1752-1688.12406,data management; groundwater; hydrology; planning; public participation; quality assurance/quality control (QAQC); water data; water quality
10.1111/2041-210X.12542,bias; detection; false-negative; false-positive; monitoring; occupancy; probit link
10.1038/srep30164,
10.1186/s12898-016-0066-z,
10.1186/s12898-016-0062-3,
10.1186/s12898-016-0063-2,Citizen science; Open Air Laboratories; Quality assurance; Water quality; Water survey
10.1186/s12898-016-0065-0,Citizen science; Evaluation framework; Lessons learned; OPAL; Outputs; Outreach; Public participation in scientific research; Research; Trade-off; Volunteers
10.1080/01431161.2016.1199061,
10.3390/ani6070042,Citizen science; Citizen science guidelines; Koala management
10.1145/2914586.2914621,Collaboration practices; Crowdsourcing; Maintenance work; Openstreetmap; Volunteered geographic information
10.1080/23808993.2016.1199949,anticipatory governance; Biohacker; citizen science; honest broker; physician-patient relationship; Responsible innovation
10.1080/07060661.2016.1230149,banana disease; community empowerment; database; extension; mobile phone; plant disease diagnosis
10.1080/10095020.2016.1235817,3D; Australia; crowdsourcing; indoor information; Occipital; Structure Sensor; surveying and mapping; VGI (volunteered geographic information)
10.3390/rs8070545,Bayesian data fusion; Crowdsourcing; Ethiopia; Land cover products; Maximum entropy
10.3390/rs8070524,Buffelgrass; Correlation phenometrics; Invasive species; MODIS-NDVI; Phenology; PRISM
10.1093/biosci/biw059,biodiversity; biological traits; citizen science; dams; river ecology
10.1134/S1022795416070048,cluster; dating; haplotype; mitochondrial DNA; mutation; whole genome sequencing; Y chromosome
10.1371/journal.pone.0158329,
10.1177/0265813515618578,land use; Participatory mapping; public participation Geographic Information Systems; transdisciplinarity
10.3390/ijgi5070103,Natural hazard analysis; Volunteered Geographic Information; Web 2.0
10.3390/ijgi5070108,Collaboration; Community; Crowdsourcing; Methodology; Motivation; Public participation; System design; Volunteered Geographic Information
10.1016/j.gecco.2016.04.002,Biophony; Citizen science; Normalized difference soundscape index (NSDI); Soundscape ecology; Street science; Technophony
10.1007/s10707-016-0248-z,Crowdsourcing; Data mining; Data quality; Land cover; VGI
10.1108/FS-06-2014-0040,Citizen science; Data-intensive science; Open science; Science 2.0; Web 2.0
10.1109/DAS.2016.47,Crowsourcing transcription; Historical Documents; Systems for Digital Humanities; Word Spotting
10.2147/CLEP.S97303,Cell phones; Exercise; Telemedicine
10.1080/17538947.2015.1119207,geospatial; indoor; location-based services; mapping; positioning; Spatial data infrastructure
10.3390/ijgi5060087,Classification; OpenStreetMap (OSM); Spatial data quality; Volunteered geographic information (VGI)
10.1016/j.pce.2016.03.013,Boreholes; Groundwater; Mzimba; Water quality; Zombwe Extension Planning Area
10.1080/00393630.2016.1193690,Citizen science; Conservation; Digital platforms; Participation; Shared authorities; Urban murals
10.1051/lhb/2016026,Hydraulics; ICT; Participatory science; Technical videos; Water wiki
10.5751/ACE-00820-110104,Bird mortality; Bird-window collisions; Buildings; Citizen science; Glass
10.1098/rsos.150677,Bee; Data mining; Nectar; Pollination; Search engine
10.1111/cobi.12701,Environmental education; Learning; Learning curve; Social-ecological risk
10.1111/cobi.12703,Carnivore; Panthera leo; Participation; Traditional ecological knowledge; Wildlife monitoring
10.1111/cobi.12705,Biological recording; Bumblebee identification; Natural language generation; Training; Volunteer motivation and retention
10.1111/cobi.12697,Citizen science; Environmental education; Evaluation framework; Natural resource management; Public participation research; Science literacy; Social-ecological systems; Volunteer monitoring
10.1111/cobi.12702,Coastal; Collective action; Experiential learning; Informal science; Marine birds; Sense of place
10.1111/cobi.12695,Big data; Camera traps; Crowdsourcing; Data aggregation; Data validation; Image processing; Snapshot Serengeti; Zooniverse
10.1111/cobi.12627,Heuristic evaluation; Virtual citizen science; Volunteer engagement; Volunteer recruitment; Volunteer retention
10.1111/cobi.12661,Biodiversity assessment; Development cooperation; Natural resource management; Non-academic capacity development; Participatory research; Wildland conservation
10.1111/cobi.12659,Adaptive management; Community-based conservation; Education; Public engagement; Public participation in science
10.1111/cobi.12706,
10.1080/14616688.2016.1169313,Finland; normative theory; Oulanka National Park; PPGIS; satisfaction; Tourism impact; visitor
10.1080/1523908X.2015.1100985,Citizen science; energy extraction; environmental monitoring; public empowerment; sensing technologies
10.1145/2962735.2962754,Air pollution; Citizen science; Location privacy; Mobile sensing; Sensor calibration
10.1145/2908131.2908151,Citizen science; Crowdsourcing; Online communities
10.1145/2858036.2858363,Amateur science; Food; Slow technology; Sustainable HCI
10.1145/2858036.2858545,"Crisis informatics; Crowdwork; Disasters; GIS; Infrastructure; Mapping, maps; Openstreetmap"
10.1145/2858036.2858571,Air quality; Citizen science; DIY; Environmental sensors
10.1145/2858036.2858319,Citizen science; Crowdsourcing; Gamification; Productivity
10.1080/23299460.2016.1190443,Big data; crowdsourcing; governance; public engagement; social networking
10.1080/07494467.2016.1239385,Acoustic Ecology; Community Engagement; Environmental Stewardship; Phenomenology; Psychoacoustics; Virtual Reality
10.3390/ijgi5050073,Agriculture; Geoportal; Geospatial Data (GD); Metadata; Smart App; Spatial Data Infrastructure (SDI); Time series; VolunteeredGeographic Information (VGI)
10.3390/ijgi5050064,Fitness-For-Use; Flickr; Geo-Tagged Photographs; Geograph; Land Cover; Land Use; Panoramio; Volunteered Geographic Information
10.17159/sajs.2016/a0152,Ecology; Public engagement; Science education; Social media; Web-based platforms
10.1145/2776896,Bayesian reasoning; Biological recording; Bumblebee identification; Citizen science; Consensus model; Crowdsourcing
10.1200/JOP.2015.008920,
10.3390/ijgi5050055,Citizen science; Crowdsourcing; Mapping; Volunteered geographic information
10.1103/PhysRevPhysEducRes.12.013102,
10.1080/21548455.2015.1133094,
10.1051/nss/2016015,Citizen science; Ethics; Institutional arrangement; Peer review; Research
10.1093/jamia/ocv118,Big data; Data sharing; Internet of things (IOT); Mobile health (mhealth); Personal data; Wearable sensors
10.1371/journal.pone.0152839,
10.1016/j.jtrangeo.2016.03.006,App; Crowdsource; Cycling; Fitness; GIS; Maps
10.1016/j.gecco.2016.02.008,Automated signal recognition; Bioacoustics; Citizen monitoring program; Climate; Tettigoniidae; Trends
10.1186/s13029-016-0050-1,
10.1139/gen-2015-0185,Biodiversity assessment; Citizen science; DNA barcoding; Germany; Reference library
10.1109/HICSS.2016.31,
10.1080/10871209.2016.1110648,Cognitive hierarchy; governance; qualitative methods; quantitative methods; theory of planned behavior; theory of reasoned action
10.1109/CIC.2015.31,Citizen science; Environmental surveillance
10.3390/en9030125,Citizen science; Corporate social responsibility; Energy research and development; Energy transition; Horizon 2020; Public engagement in research; Responsible research & innovation (RRI); Science shops
10.1109/HASE.2016.31,crisis management system; data filtering; data fusion; human sensors; relevance labeling; Twitter
10.1353/cpr.2016.0015,Community health partnerships; Health disparities; Process issues; Urban population; Vulnerable populations
10.1002/poi3.112,credibility; crisis mapping; neogeography; volunteered geographic information; Web 2.0
10.1007/s12518-015-0160-5,Administrative hierarchy; Asynchronous; Co-PPGIS; Geospatial; Lahore Development Authority (LDA); Participatory GIS (PGIS); PRISM
10.1145/2818048.2820063,Citizen science; Data quality; Data validation; Information assessability; Open collaboration
10.3897/zookeys.569.7577,Biotope; Centrarchidae; Environmental education; Invasive alien species act; Recreational fishing; Tweet; Voucher
10.1109/DEXA.2015.60,Open Street Map; XML; Xquery
10.1016/j.prevetmed.2015.12.017,Habitat suitability model; Landscape ecology; Species distribution model; Sus scrofa
10.1016/j.apgeog.2015.12.006,Citizen science; Crowdsourced data; Google Earth Engine; Landsat 8; OpenStreetMap; Random forest; Volunteered geographic information
10.1093/femsle/fnw005,Citizen science; Environmental health; Microbial biofilms; Microbiology education; Water quality
10.1016/j.vaccine.2015.11.044,"Caregivers; Health facilities; Health knowledge, attitudes, practice; Hepatitis B vaccines; Home childbirth; Immunization program; Papua New Guinea"
10.1080/10095020.2016.1151213,OpenStreetMap (OSM); Spatial data quality; trajectory data mining
10.1080/10807039.2015.1056062,bias; data quality; environmental assessment; ethics; peer review; risk assessment
10.5194/isprsarchives-XLI-B4-721-2016,Cooperation; Geospatial reference information; Inter-disciplinary; Remote sensing; UN-GGIM
10.1371/journal.pone.0147152,
10.1177/2053951716679677,citizen data; Citizen sensing; data citizenships; data practices; data stories; environmental data
10.1007/978-3-319-40953-5_7,Central Mediterranean; Community integrated geographical information systems; Geoethics; Neogeography; Places of memory
10.1177/2053951716659092,critical data studies; mobile spatial data; Spatial media; subject formation; thick description
10.17645/up.v1i2.608,Categorization; Landscape; Outdoor advertising; Spatial data quality; VGI
10.17645/up.v1i2.645,Big data; Civic engagement; Data-driven; Local government; Participation; Smart city; Urban planning; VGI; Volunteered geographic information
10.17645/up.v1i2.621,311; Digital divide; Mobile app; Municipal government; Open data; VGI
10.17645/up.v1i4.612,Government; Sustainable mobility; Transport; VGI
10.17645/up.v1i2.644,Canada; Citizen engagement; Consumer; Democracy; Governance; Government; Municipal; Open data; Participation; Volunteer
10.1007/978-3-319-33783-8_8,Crowdsourcing; Linked data; Spatial data relations; Species observation
10.3390/rs8110879,Aquatic optics; Citizen's applications for earth surveillance; Data repositories; DIY; Emerging technologies; Incentives to mobilize the crowd; Interoperability; Open access; Open labware; Smartphones
10.17645/up.v1i2.620,Community participation; Data credibility; Geo-spatial quantification; Participatory methods; Quality of data; Urban planning; Volunteered geographic information
10.20417/nzjecol.40.45,Alien plants; Climate change; Environmental weed; Plant invasion; Weed management; Weed risk assessment
10.17645/up.v1i2.609,Cultural ecosystem services; E-governance; Geosocial mapping; Green space governance; Spatial analysis; VGI
10.17645/up.v1i2.627,Civic hackathon; Civic technology; Geospatial web; Open data; Open government; Volunteered geographic information; Web 2.0
10.17645/up.v1i2.617,Integrated space-time-linguistics methodology; Participatory planning; Semi-supervised learning; Twitter emotions
10.1177/2053951716661364,Big Data; Critical cartography; ethnography; Hong Kong; postcolonial; Sydney
10.1177/0272684X16657734,Adolescent; Community based participatory research; Cosmetics; Environmental health
10.1007/978-3-319-33783-8_9,Cross-linkage; Mapillary; Openstreetmap; User contributions; Volunteered geographic information
10.17645/up.v1i2.623,3D city models; Compact city; Melbourne; Neighbourhood character; VGE; VGI
10.3389/fmars.2016.00167,Bioacoustics; Crowdsourcing; Maxent; Physeter macrocephalus; South-western Australia; Species distribution model; Sperm whales; Voyage of the Odyssey
10.1656/058.015.sp806,
10.1117/12.2234461,Citizen science; DSLR cameras; Education and outreach; Exoplanet survey; Open source; Time-domain astronomy; Transit method
10.1080/03721426.2016.1203141,Acid sulfate soil; Citizen science; Community resilience; Lake Albert; Lake Alexandrina; Monitoring
10.1177/0098858817700245,
10.1515/noise-2016-0003,Acoustic comfort; Citizen observatories; Empowerment; Soundscape
10.5311/JOSIS.2016.12.240,Boundary delineation; Spatial footprint; Urban neighborhoods; Vague spatial region; Volunteered geographic information
10.3390/rs8110905,Citizen science; Crowdsourcing; Gamification; Land cover; Land use; LUCAS; Mobile phones; Photocaching; Volunteered geographic information
10.1139/cjfr-2015-0454,Finland; Forest game; Monitoring; Voluntary hunters; Website
10.5268/IW-6.4.894,Citizen science; Lake management; Participatory research; Science communication; Science outreach
10.21437/Interspeech.2016-997,Citizen science; Cloud computing; Reproducible research; Shared platforms; Speech processing
10.1016/j.procs.2016.09.088,PageRank; reputation model; trust model; VGI; VGI data model; volunteered geographic information
10.1590/S1982-21702016000300028,Usability; User’s experience; VGI
10.15292/geodetski-vestnik.2016.03.495-508,Data completeness; Openstreetmap; Quality; Spatial data; Volunteered geographic information
10.1007/978-3-319-45738-3_16,Big data; Chronology; Historical geographic information science; Place; Time; Volunteered geographic information
10.1117/12.2239612,Cyprus; Data quality; GIS; OpenStreetMap; Road network; Volunteered geographic information
10.1117/12.2224250,Citizen science; Log Analysis; User Interaction
10.5751/ES-08569-210309,Deliberative workshops; Impact assessment; National environmental policy act; NEPA; PPGIS; Public lands; Public participatory GIS; Social-ecological systems
10.5751/ES-08436-210306,Crowdsourcing; Cultural ecosystem services; Environmental spaces detection; Online imagery; Social preferences; Spatial analysis; Volunteered geographic information (VGI)
10.1007/978-3-319-45841-0_22,Community management; Crowdsourcing; Games with a purpose; Online toxicity; Psychology; Self-determination theory; Serious games; Social identity theory
10.1007/978-3-319-44953-1_44,
10.1108/JHTT-07-2015-0028,Augmented reality; Geotagging; Location-based services; Points of interest
10.1071/BT16054,Callitris glaucophylla; heritage tree; historical land records; land-use history; paddock tree
10.7717/peerj.2031,Biogeoengineering; Bioremediation; DIYbio; Marine biology; Molecular biology; Open source; Synthetic biology
10.5194/isprsarchives-XLI-B2-615-2016,Accuracy; Building; Open Data; OpenStreetMap; Quality; Volunteered Geographic Information
10.1109/ACCESS.2016.2516918,copula; heatwave; S-BLUE; temperature; Twitter
10.5194/isprsarchives-XLI-B8-1301-2016,Crowdsourcing; Global land cover; GlobeLand30; Sense making visualization; Visual tools; Volunteered geographic information
10.1038/nature18608,
10.1007/978-3-319-42111-7_24,Collaborative mapping; Crowdsourcing; Neogeography; Quality VGI; Volunteered geographic information
10.1007/978-3-319-42111-7_14,Citizen empowerment; Citizen science; Crowdsourcing; Geospatial web platform; Volunteered geographic information; Web mapping
10.1007/978-3-319-42089-9_7,Artificial neural network; Mobile application; Noise sensing; Support vector machine; Volunteered geographic information
10.1007/978-3-319-42089-9_1,Digital humanities; Linked open data; OpenStreetMap; Toponymy; Volunteered geographic information; Wikidata
10.1007/978-3-319-42092-9_25,Geographic information; Tourism; VGI; Virtual community; Web 2.0
10.1007/978-3-319-40542-1_8,Citizen science; Crowdsourced design; Sustainability
10.1007/978-3-319-42111-7_39,Creative awareness; Energic OD; Geospatial information; Intellectual data accessibility; Open data; VGI
10.1007/978-3-319-42089-9_8,Landscape; Spatial Decision Support System (SDSS); Spatial multi-criteria analysis; Volunteered Geographic Information (VGIs); Weighted Linear Combination (WLC)
10.5194/isprsarchives-XLI-B4-557-2016,Built-up areas; OpenStreetMap; Spatial data processing; Urban areas; Volunteered geographic information
10.5194/isprsarchives-XLI-B4-205-2016,Crowdsourcing; Data collection; Free and open source software; NASA world wind; Virtual globes; Volunteered geographic information; Web
10.5194/isprsarchives-XLI-B4-453-2016,Automated DTM and co-registration; CTX; HiRISE; HRSC; Multi-resolution DTM + ORI; WebGIS
10.1007/978-3-319-40406-6_12,Design ethnography; Event-maps; Geographical information visualization; Interaction; Spatio-temporal data; Visualization; Volunteered geographical information
10.1007/978-3-319-38791-8_38,
10.1007/978-3-319-38791-8_43,Citizen science; Crowdsourcing; Rapid prototyping
10.5751/ES-08437-210248,Adaptive governance; Citizen science; Leadership; Natural resource policy; Vernal pools
