DOI,Q
10.1111/2041-210X.12562,Q73172064
10.1145/2858036.2858363,Q73175163
10.1080/23299460.2016.1190443,Q73169771
10.1017/S1743921312000695,Q73165771
10.20511/pyr2015.v3n1.69,Q73183869
10.1007/978-3-319-17738-0_20,Q73121774
10.1145/2820783.2820833,Q73175160
10.4995/HEAd15.2015.292,Q73230530
10.1016/j.proenv.2015.05.010,Q59256217
10.1109/CIC.2015.31,Q73170935
10.5194/isprsarchives-XL-4-W7-11-2015,Q73230601
10.5194/isprsannals-II-2-W2-241-2015,Q73230564
10.5194/isprsannals-II-2-W2-75-2015,Q73230566
10.5194/isprsannals-II-4-W2-87-2015,Q73230591
10.1007/978-3-319-16787-9_4,Q73121763
10.1109/eScience.2015.64,Q73170957
10.5194/isprsarchives-XL-1-W5-169-2015,Q73230596
10.5194/isprsarchives-XL-1-W5-63-2015,Q73230598
10.5194/isprsannals-II-3-W5-339-2015,Q73230584
10.1145/2740908.2741994,Q73175151
10.1007/s11422-014-9643-7,Q73135209
10.1590/S1982-21702015000300026,Q73183518
10.1145/3010915.3010981,Q73177177
10.1145/3022211.3022216,Q58868530
10.1080/09614524.2016.1195794,Q73168087
10.1016/j.uclim.2017.01.006,Q73142024
10.1016/j.biocon.2016.08.020,Q73139709
10.1007/s11069-017-2755-0,Q59256200
10.1098/rsos.160592,Q28596248
10.1016/j.geomorph.2016.08.026,Q73140439
10.1515/noise-2016-0003,Q73183409
10.1080/00218839.2016.1260240,Q59757874
10.1016/j.biocon.2016.04.031,Q57562614
10.1111/brv.12359,Q38368648
10.1109/HICSS.2013.85,Q73170968
10.1111/cobi.12762,Q36019354
10.1002/wat2.1021,Q73121611
10.1111/tgis.12207,Q73174907
10.2307/j.ctv550cf2.8,Q74021484
10.1080/09505431.2016.1223113,Q73168045
10.3109/a036852,Q73184022
10.1177/1075547016688324,Q73180500
10.1128/jmbe.v17i1.1008,Q30386797
10.1128/jmbe.v17i1.1052,Q36703210
10.1128/jmbe.v17i1.1049,Q24028460
10.1128/jmbe.v17i1.1018,Q35980256
10.1128/jmbe.v17i1.1051,Q36703190
10.1128/jmbe.v17i1.1034,Q35980261
10.1128/jmbe.v17i1.999,Q35980265
10.1128/jmbe.v17i1.1016,Q35980272
10.1128/jmbe.v17i1.1037,Q30386793
10.1128/jmbe.v17i1.1022,Q36703135
10.1128/jmbe.v17i1.1014,Q36703206
10.1128/jmbe.v17i1.1013,Q28602402
10.1128/jmbe.v17i1.1026,Q35980278
10.1128/jmbe.v17i1.1036,Q36703158
10.1128/jmbe.v17i1.983,Q39183447
10.1128/jmbe.v17i1.1082,Q36703144
10.1128/jmbe.v17i1.1011,Q36703166
10.1016/j.ufug.2017.02.001,Q60560200
10.1111/1365-2664.12723,Q73172036
10.1016/j.biocon.2015.07.029,Q73139331
10.1016/j.biocon.2017.03.019,Q73139722
10.1016/j.chb.2016.12.074,Q56591871
10.3390/su9091506,Q73186709
10.1016/j.jag.2017.07.014,Q73140709
10.1177/0739456X16664789,Q55877602
10.3916/C54-2018-01,Q57600603
10.1002/eap.1627,Q43924566
10.3233/978-1-60750-569-3-127,Q73184593
10.1145/2750858.2807524,Q73175155
10.5751/ES-08437-210248,Q73230721
10.1109/MGRS.2015.2498840,Q73171024
10.1016/j.marpol.2016.06.026,Q60571886
10.1111/2041-210X.12581,Q73172065
10.1016/j.scitotenv.2016.05.211,Q36050599
10.3390/ijgi5120232,Q73184918
10.1002/asi.23685,Q73119683
10.3390/ijgi6030080,Q73184925
10.1145/3017678,Q73177180
10.1016/j.landusepol.2017.01.036,Q73141103
10.1016/j.scitotenv.2017.01.093,Q31157670
10.1111/nph.14535,Q36341919
10.3390/s17112498,Q45948919
10.17351/ests2016.099,Q73183576
10.1080/01459740.2016.1145219,Q40347740
10.3390/ijgi5050073,Q73184901
10.3390/rs8100859,Q73186555
10.1016/j.apgeog.2016.11.002,Q73139200
10.1109/ACCESS.2017.2723919,Q73170922
10.1016/j.landurbplan.2016.10.004,Q73141083
10.1016/j.apgeog.2016.12.015,Q58038760
10.1080/15230406.2016.1211489,Q73168918
10.1111/ina.12318,Q29248299
10.1016/j.biocon.2016.04.010,Q56333572
10.5751/ACE-00960-120104,Q73230680
10.1371/journal.pone.0180698,Q38630284
10.1093/jmammal/gyx128,Q73169982
10.1016/j.marpol.2016.12.005,Q73141117
10.1016/j.sste.2015.04.003,Q30966741
10.1016/j.gecco.2015.07.013,Q57060826
10.1109/HICSS.2016.31,Q73170974
10.1080/10095020.2016.1151213,Q59342362
10.1093/biosci/biw089,Q61790309
10.1038/srep33051,Q36130388
10.1016/j.marpolbul.2016.06.072,Q36068635
10.1177/0098858817700245,Q46863348
10.1371/journal.pone.0166866,Q30367973
10.1111/fme.12189,Q60345654
10.3897/natureconservation.20.12761,Q60540134
10.3390/ijerph14030274,Q36304627
10.1016/j.biocon.2016.04.033,Q73139700
10.1080/13658816.2017.1290252,Q73168768
10.1016/j.forpol.2017.04.014,Q73140382
10.1007/978-3-319-18368-8_3,Q73121781
10.5751/ES-08436-210306,Q73230718
10.1111/2041-210X.12542,Q73172063
10.3390/rs8100869,Q59202786
10.1016/j.chb.2016.07.039,Q73139756
10.1016/j.biocon.2016.07.037,Q63363037
10.1016/j.biocon.2017.02.003,Q60504082
10.1038/sdata.2017.75,Q36400315
10.1016/j.jenvman.2016.11.035,Q47381445
10.1038/s41467-017-00914-9,Q42635259
10.1007/s10980-017-0510-2,Q73134300
10.3390/s17112478,Q46465287
10.5194/hess-21-839-2017,Q57863403
10.1016/j.envpol.2016.12.045,Q38761377
10.1016/j.biocon.2016.04.035,Q59114847
10.1111/faf.12189,Q73172284
10.1002/geo2.10,Q73119868
10.1111/cobi.12697,Q39824075
10.1080/24694452.2016.1191325,Q58260822
10.1016/j.biocon.2016.09.005,Q56698232
10.1111/tgis.12182,Q73174898
10.1371/journal.pone.0172579,Q36331852
10.1038/s41598-017-09084-6,Q38368050
10.1016/j.jclinepi.2017.08.011,Q40045270
10.17645/up.v1i2.617,Q57724687
10.3390/ijgi5050064,Q57954304
10.3390/rs8090726,Q58309571
10.1007/s10531-016-1248-x,Q73133920
10.1007/s11069-016-2663-8,Q73135138
10.1089/env.2016.0044,Q73169865
10.3390/s17040678,Q33453703
10.1111/tgis.12194,Q73174901
10.3390/ijgi6040125,Q58891383
10.1016/j.jenvman.2017.02.003,Q38935173
10.1371/journal.pone.0178165,Q30376230
10.1016/j.foreco.2017.03.014,Q60510726
10.1016/j.pss.2017.04.002,Q57868229
10.3847/2041-8213/aa7200,Q59201472
10.3390/su9060997,Q59388250
10.3390/insects8020053,Q33856200
10.1186/s12898-017-0134-z,Q33837752
10.1111/jen.12370,Q56331391
10.3390/ijgi6070186,Q73184926
10.1289/EHP1772,Q42689305
10.1098/rspb.2017.0547,Q51151978
10.1007/s00484-017-1371-8,Q36376881
10.1093/biosci/bix090,Q73169925
10.1016/j.biocon.2017.07.012,Q73139727
10.1002/wsb.801,Q73121707
10.3390/f8100402,Q60314635
10.3390/atmos8100182,Q47096235
10.1371/journal.pona.0186285,Q73183115
10.1016/j.ecolind.2017.06.0S3,Q73140031
10.1093/jme/tjx166,Q43047499
10.1186/s12942-017-0114-8,Q47109029
10.1016/j.jenvman.2017.07.007,Q38639266
10.1111/area.12340,Q48500671
10.1111/tgis.12281,Q73174917
10.3390/geosciences7040100,Q56476475
10.1016/j.scitotenv.2017.02.195,Q40461332
10.1080/17538947.2017.1341558,Q73169002
10.1016/j.jenvman.2017.11.066,Q57193476
10.5194/nhess-18-185-2018,Q57719100
10.1016/j.cities.2017.08.018,Q73139770
10.3390/ijgi7020068,Q73184937
10.3390/rs10020180,Q73186536
10.1111/jfb.13549,Q51147486
10.1007/s11067-017-9360-3,Q73135124
10.1093/heapro/daw086,Q40409545
10.5194/isprsannals-II-3-W5-317-2015,Q73230581
10.1145/2740908.2743051,Q73175153
10.15292/geodetski-vestnik.2016.03.495-508,Q73183452
10.1371/journal.pone.0158329,Q28595825
10.3390/su8090921,Q73186699
10.1098/rsos.160455,Q28584803
10.3390/ijgi5110217,Q73184916
10.1007/s10708-016-9745-8,Q73134217
10.1016/j.scitotenv.2016.09.177,Q31134208
10.3897/natureconservation.20.12704,Q60540127
10.1080/10095020.2017.1371385,Q73168147
10.1007/s11625-016-0403-3,Q73135243
10.1016/j.biocon.2016.09.024,Q73139713
10.1016/j.biocon.2016.06.025,Q57426665
10.1016/j.jenvrad.2017.01.005,Q36272269
10.1007/s10841-016-9924-4,Q60246666
10.3390/fi9020015,Q73184765
10.1371/journal.pone.0178778,Q33842664
10.1016/j.agsy.2017.05.003,Q57805282
10.3390/ijerph14080909,Q38626141
10.1016/j.compenvurbsys.2017.05.003,Q73139969
10.1093/biosci/bix074,Q52620719
10.1016/j.eiar.2017.08.002,Q59419093
10.1007/s10531-017-1388-7,Q57014866
10.1016/j.rse.2017.08.035,Q53833945
10.1080/13658816.2017.1367003,Q73168770
10.1093/heapol/czu099,Q50169647
10.1080/15230406.2016.1229221,Q73168926
10.3390/s18020509,Q50107565
10.1007/s10531-017-1492-8,Q60406817
10.5194/amt-11-1937-2018,Q60015173
10.1098/rstb.2017.0091,Q52659577
10.1145/2598153.2602226,Q57616997
10.1145/2702123.2702170,Q61700333
10.1002/j.1681-4835.2015.tb00487.x,Q74021377
10.1109/BGC.Geomatics.2016.55,Q73170926
10.3390/rs8070545,Q73186550
10.1038/srep30164,Q37117365
10.1177/0263774X15614684,Q73177324
10.1016/j.foreco.2016.07.029,Q57242493
10.3847/2041-8205/830/2/L28,Q59201487
10.3390/su8111144,Q73186701
10.1002/ece3.2755,Q31170942
10.1016/j.marpol.2018.04.010,Q64214012
10.1109/eScience.2010.33,Q73170954
10.1080/01426397.2017.1385750,Q73167065
10.5194/hess-21-153-2017,Q73230545
10.3390/rs9020153,Q57950469
10.3390/ijerph14020139,Q30238615
10.1177/0162243916687643,Q73177318
10.3390/w9030217,Q57528706
10.3390/s17030453,Q30377765
10.3390/ijgi6030061,Q73184922
10.1128/mSystems.00199-16,Q37685582
10.1371/journal.pone.0172065,Q30841168
10.4018/IJMBL.2017040102,Q73230496
10.17705/1jais.00456,Q74021716
10.1002/ieam.1908,Q38820964
10.1002/ecs2.1800,Q56332784
10.1371/journal.pone.0175700,Q33638702
10.1002/2017SW001609,Q73119569
10.1145/2776896,Q59368976
10.1016/j.compenvurbsys.2014.12.001,Q73139808
10.1007/s40192-017-0089-0,Q56888910
10.1016/j.scitotenv.2017.01.200,Q38965004
10.1016/j.marpolbul.2017.04.038,Q38800575
10.1016/j.scitotenv.2017.11.275,Q45948818
10.2383/82482,Q73183963
10.1515/-quageo-2017-0001,Q73183395
10.3897/BDJ.5.e19938,Q46268526
10.1016/j.cageo.2015.04.001,Q73139751
10.1016/j.marpol.2015.03.011,Q73141112
10.1109/MCSE.2015.67,Q73171020
10.1002/wsb.571,Q60289996
10.1007/978-3-319-11879-6_1,Q73121750
10.1007/978-3-319-27478-2_44,Q73121806
10.1371/journal.pone.0147152,Q30386191
10.1007/978-3-319-42111-7_14,Q73121855
10.2112/SI85-064.1,Q73183883
10.1016/j.jastp.2018.05.006,Q73140721
10.1145/3025453.3025769,Q73177184
10.1007/978-3-319-67026-3_25,Q73121916
10.5209/rev_TEKN.2016.v13.n2.52144,Q73230634
10.22323/2.15060304,Q73472483
10.1145/2818048.2820063,Q73175158
10.20417/nzjecol.40.37,Q74021795
10.1080/09518398.2016.1201609,Q38611090
10.1108/FS-06-2014-0040,Q73170909
10.1007/s10708-015-9659-x,Q58484306
10.1080/10447318.2016.1194153,Q73168166
10.5194/isprs-annals-IV-4-W3-55-2017,Q73230555
10.4018/IJAGR.2016010102,Q73186851
10.1080/00087041.2016.1243862,Q73166924
10.1007/s10588-016-9213-5,Q73133932
10.1071/WR16185,Q60486664
10.1080/17538947.2015.1119207,Q73168994
10.4018/IJEPR.2016040103,Q73186856
10.1007/978-3-319-42089-9_8,Q73121848
10.3847/1538-4357/aaae6a,Q59957067
10.1177/1368430217733118,Q73180515
10.1002/eco.1921,Q57230940
10.1016/j.ecoser.2017.12.014,Q60459785
10.3390/s18041261,Q55280848
10.1016/j.agrformet.2018.01.030,Q60128240
10.1111/ecog.02942,Q73172241
10.1016/j.rse.2018.04.014,Q58891366
10.1016/j.icarus.2017.06.017,Q57819666
10.1016/j.envsoft.2018.03.023,Q57240785
10.1016/j.jsb.2018.02.006,Q51557226
10.1007/s10707-018-0323-8,Q73134206
10.3390/ijerph15071531,Q59786400
10.4018/IJEPR.2018070105,Q73230490
10.1016/j.scitotenv.2018.03.130,Q73141886
10.1016/j.jenvman.2018.04.114,Q73140765
10.5194/amt-11-4605-2018,Q73230535
10.3109/13561820.2013.874982,Q33440462
10.11113/jt.v75.5281,Q74021259
10.1145/2702123.2702354,Q58214689
10.1109/ICCSA.2015.15,Q73170981
10.5194/isprsarchives-XL-6-W1-9-2015,Q73230606
10.1007/978-3-319-11879-6_15,Q73121758
10.5194/isprsannals-II-3-W5-297-2015,Q73230577
10.1145/2740908.2743973,Q57395825
10.1103/PhysRevPhysEducRes.12.013102,Q73170889
10.1111/cobi.12701,Q38816481
10.1098/rsos.150677,Q28596935
10.3390/rs8070524,Q56387292
10.1007/s10531-016-1161-3,Q73133919
10.1002/lom3.10120,Q73121438
10.1002/ecs2.1546,Q57019757
10.1016/j.spasta.2016.05.005,Q73141960
10.1371/journal.pone.0165362,Q36187337
10.1088/1755-1315/57/1/012015,Q73169850
10.2981/wlb.00307,Q73184006
10.1177/1461444817706877,Q73180524
10.1656/058.016.0sp1008,Q73183550
10.1111/tgis.12256,Q73174914
10.1007/s10708-016-9721-3,Q73134216
10.3390/s17112531,Q47138423
10.1093/mnras/stx1812,Q58913312
10.5751/ACE-01104-120212,Q73230687
10.1016/j.scitotenv.2017.06.209,Q47973353
10.1002/wat2.1262,Q73121648
10.1080/15230406.2017.1279986,Q73168932
10.1016/j.solener.2017.10.008,Q55879834
10.1111/jfr3.12181,Q73173870
10.1080/24694452.2017.1321979,Q58301141
10.1080/17538947.2017.1311953,Q58472598
10.1080/24694452.2017.1402673,Q73169783
10.1080/09593330.2017.1332106,Q38781094
10.1016/j.agsy.2016.09.022,Q73137348
10.5194/hess-22-1473-2018,Q73230550
10.5194/amt-11-1297-2018,Q73230532
10.3354/meps12266,Q73184637
10.3354/meps12213,Q73184636
10.1111/gere.12250,Q59309737
10.1093/mnras/sty163,Q58913305
10.1007/s11356-017-0286-6,Q47401859
10.1016/j.scitotenv.2018.01.142,Q48503743
10.1016/j.landurbplan.2018.02.006,Q73141093
10.1016/j.jag.2018.05.022,Q73140713
10.4018/ijepr.2015010102,Q73186853
10.1007/s12518-015-0154-3,Q73137211
10.1109/HASE.2016.31,Q73170967
10.1108/JHTT-07-2015-0028,Q73170915
10.3897/zookeys.569.7577,Q22976271
10.1016/j.procs.2016.09.088,Q73141483
10.1109/Agro-Geoinformatics.2016.7577633,Q74021502
10.3390/ijgi5070108,Q58149146
10.1111/boj.12402,Q73172113
10.1080/00087041.2016.1256963,Q73166943
10.1139/cjfr-2015-0454,Q73175113
10.1145/2960403,Q73175168
10.3390/ijgi5120234,Q73184920
10.1656/058.015.sp806,Q73183548
10.7717/peerj.5669,Q58594493
10.1111/fog.12279,Q73172291
10.1016/j.envsci.2018.08.015,Q73140301
10.1017/S0376892918000115,Q58482831
10.1016/j.scitotenv.2018.09.257,Q63438258
10.1007/978-3-319-17738-0_25,Q73121778
10.1590/S1982-21702015000100005,Q73183517
10.1109/DEXA.2015.60,Q73170952
10.5194/isprsarchives-XL-4-W7-23-2015,Q73230603
10.5194/isprsannals-II-3-W5-219-2015,Q73230575
10.1007/s12518-014-0141-0,Q73137209
10.1007/978-3-319-33783-8_8,Q73121818
10.1007/978-3-319-42111-7_39,Q73121863
10.20417/nzjecol.40.45,Q56946610
10.1080/13658816.2016.1181265,Q73168760
10.5751/ES-08569-210309,Q73230723
10.1080/13549839.2015.1070335,Q73168233
10.17645/up.v1i2.644,Q64005125
10.1080/10095020.2016.1235817,Q73168128
10.1080/07494467.2016.1239385,Q73167159
10.1177/2053951716659092,Q73180546
10.1007/s10661-016-5544-4,Q36129374
10.1016/j.spasta.2016.06.006,Q73141962
10.1080/15230406.2016.1192486,Q73168915
10.5751/ES-09372-220306,Q73230731
10.1051/kmae/2017042,Q56966955
10.1080/15420353.2017.1378150,Q57683808
10.1080/15230406.2016.1216804,Q73168921
10.1007/978-3-319-57336-6_4,Q73121888
10.1016/j.landurbplan.2016.09.017,Q73141079
10.1371/journal.pone.0172587,Q36288366
10.1002/wat2.1200,Q73121631
10.1016/j.polgeo.2016.11.010,Q73141471
10.1093/icesjms/fsw203,Q73169955
10.3390/su9040534,Q73186705
10.1093/ije/dyw204,Q40374517
10.1016/j.eswa.2016.12.015,Q73140335
10.1016/j.asoc.2017.01.009,Q73139249
10.1007/s13218-016-0452-x,Q73137242
10.3390/ijerph14060586,Q33839578
10.3390/su9060891,Q73186707
10.3732/apps.1700012,Q38660526
10.1177/0265813516637607,Q73177331
10.1016/j.ecolind.2017.03.040,Q73140028
10.1553/eco.mont-9-2s30,Q73183465
10.1002/ece3.3100,Q38624799
10.1186/s40494-017-0148-z,Q59521929
10.1016/j.robot.2017.06.009,Q73141528
10.3391/mbi.2017.8.3.13,Q60241428
10.2136/sssaj2017.01.0009,Q73183890
10.1038/s41598-017-10581-x,Q41319329
10.1007/s00267-017-0900-x,Q38728476
10.4018/IJHISI.2017100101,Q73230493
10.1038/s41598-017-13130-8,Q42378827
10.1016/j.compenvurbsys.2017.07.004,Q73139971
10.1007/s00048-017-0181-8,Q45944190
10.1016/j.ecoser.2017.09.017,Q56752588
10.1371/journal.pone.0186092,Q47095327
10.1371/journal.pone.0188819,Q46243850
10.1016/j.worlddev.2016.11.001,Q73142039
10.1080/00330124.2017.1326085,Q73167046
10.1080/17538947.2017.1326984,Q73168998
10.3991/ijoe.v14i02.8191,Q58891372
10.1080/13658816.2018.1445257,Q73168785
10.5194/essd-10-173-2018,Q73230538
10.1186/s13007-018-0278-7,Q49473274
10.1038/s41598-018-21900-1,Q52371391
10.1093/mnras/stx3012,Q73170002
10.1007/s00477-017-1426-8,Q73132713
10.1007/s00267-017-0940-2,Q47870276
10.1371/journal.pntd.0006162,Q55259602
10.1111/icad.12199,Q60540128
10.3354/meps12483,Q60571881
10.1109/TCSS.2017.2771479,Q73171039
10.1016/j.healthplace.2018.01.009,Q49970108
10.1002/smr.1874,Q73121569
10.1016/j.geoforum.2018.02.001,Q73140434
10.1007/s13753-018-0160-2,Q73137317
10.1007/s13753-018-0159-8,Q73137313
10.4031/MTSJ.52.2.12,Q74021553
10.3390/ijgi7030080,Q60400664
10.3390/insects9010016,Q50131717
10.1051/0004-6361/201731201,Q69203807
10.7717/peerj.4520,Q51144980
10.1016/j.aquaculture.2017.12.039,Q73139222
10.1007/s10661-018-6597-3,Q51147273
10.1016/j.jmarsys.2017.06.006,Q73140800
10.1111/evo.13450,Q50020863
10.1007/s10708-017-9774-y,Q73134222
10.1111/jav.01527,Q56946725
10.1371/journal.pone.0195184,Q55119608
10.1017/S0269888918000061,Q73165718
10.3390/geosciences8050165,Q57542593
10.1016/j.ocecoaman.2018.03.029,Q73141424
10.1371/journal.pone.0197445,Q55270434
10.1016/j.compedu.2018.02.014,Q73139785
10.1007/s00267-018-1020-y,Q51144154
10.1111/eth.12746,Q73172265
10.1007/s10708-017-9784-9,Q73134229
10.1007/s10708-017-9781-z,Q73134226
10.1007/s11948-018-0059-8,Q56396271
10.1002/rse2.67,Q73121532
10.1016/j.jnc.2018.02.007,Q73140988
10.3390/ijgi7060205,Q73184945
10.1016/j.jhydrol.2018.04.027,Q73140795
10.1051/kmae/2018019,Q60342515
10.1016/j.landurbplan.2018.03.011,Q63613685
10.1016/j.biocon.2018.04.027,Q73139729
10.1002/eco.1959,Q73119826
10.1111/2041-210X.13012,Q63627790
10.3390/rs10071134,Q73186539
10.3390/rs10071145,Q73186540
10.1016/j.actaastro.2018.04.011,Q73137342
10.3390/s18072100,Q73186672
10.1093/icb/icy032,Q55979406
10.3390/ijgi7070235,Q73186505
10.1371/journal.pone.0198997,Q55979412
10.1371/journal.pone.0200334,Q64970860
10.4102/koedoe.v60i1.1505,Q73230510
10.7717/peerj.5282,Q73230909
10.1007/s10708-017-9794-7,Q73134231
10.1016/j.biocon.2018.05.008,Q73139732
10.1007/s11205-017-1714-1,Q73135182
10.1093/biosci/biy068,Q73169933
10.3390/ijgi7080289,Q73186512
10.3390/ijgi7080323,Q73186516
10.3390/rs10081239,Q73186542
10.22215/timreview/1175,Q60569682
10.3390/s18082456,Q73186673
10.1371/journal.pone.0201094,Q58796273
10.1186/s12883-018-1118-0,Q57169594
10.1371/journal.pone.0202077,Q57829880
10.1016/j.biocon.2018.07.007,Q57046561
10.1016/j.epidem.2018.03.003,Q51783002
10.1007/s12517-018-3849-z,Q73137204
10.1111/icad.12288,Q73173636
10.1038/s41370-017-0015-8,Q50119782
10.1038/nbt.4225,Q73165858
10.1016/j.ocecoaman.2018.06.008,Q73141431
10.3390/ijgi7090376,Q73186522
10.3390/ijgi7090359,Q73186519
10.3390/ijgi7090360,Q73186520
10.1525/abt.2018.80.7.501,Q62072808
10.3390/ijerph15091926,Q56888096
10.1016/j.apgeog.2018.07.013,Q73139205
10.3390/app8091573,Q73184728
10.4031/MTSJ.52.5.9,Q74021523
10.1016/j.future.2018.05.028,Q59322504
10.1177/0899764018783066,Q58913297
10.1007/s13364-018-0371-3,Q73137302
10.1007/s00267-018-1076-8,Q73132710
10.4103/cs.cs_16_52,Q73230511
10.1016/j.apgeog.2018.08.003,Q73139208
10.1111/tgis.12461,Q73174921
10.1016/j.marpol.2017.11.033,Q73141121
10.3390/ijgi7100390,Q60175391
10.3390/geosciences8100379,Q57542789
10.1016/j.earscirev.2018.07.006,Q73139996
10.3354/dao03284,Q73184615
10.1038/s41598-018-33900-2,Q58603189
10.1038/sdata.2018.217,Q57799728
10.14778/3007263.3007323,Q73183389
10.3897/phytokeys.77.1186,Q73186825
10.1080/09640568.2016.1236013,Q73168104
10.1086/694172,Q73169801
10.5311/JOSIS.2017.15.320,Q73230647
10.1109/IPDPSW.2017.170,Q73170994
10.1145/3129757.3129784,Q73177194
10.1109/eScience.2017.14,Q73170959
10.1109/Agro-Geoinformatics.2017.8047034,Q74021261
10.23919/CISTI.2017.7975776,Q74021361
10.1145/3102071.3106357,Q73177192
10.1088/1755-1315/83/1/012029,Q73169854
10.18318/td.2017.3.2,Q73183614
10.1007/978-3-319-57336-6_34,Q59258752
10.1007/978-3-319-62398-6_19,Q73121902
10.1193/020316EQS027M,Q73183052
10.1166/asl.2017.8663,Q73177247
10.1371/journal.pone.0174433,Q36318197
10.1111/tgis.12206,Q73174904
10.1111/tgis.12211,Q73174911
10.1016/j.marpolbul.2017.02.023,Q36283535
10.1111/1365-2664.12784,Q60330952
10.32614/RJ-2017-019,Q74021737
10.1016/j.geoforum.2017.03.016,Q73140429
10.3390/ijgi6070195,Q73184929
10.1002/env.2446,Q58198550
10.1111/wej.12259,Q73174933
10.1007/s00267-017-0888-2,Q38788511
10.1007/s10530-017-1481-6,Q73133320
10.3390/rs9090865,Q73186560
10.1016/j.gloplacha.2016.12.011,Q73140461
10.13187/ejced.2017.3.401,Q73183086
10.1186/s12966-017-0588-6,Q42368130
10.1016/j.watres.2017.05.076,Q38720921
10.1111/disa.12221,Q38774141
10.1109/JPROC.2017.2727284,Q73170998
10.1109/JPROC.2017.2684460,Q73170996
10.1016/j.tra.2017.03.015,Q73141989
10.1016/j.biocon.2017.07.034,Q57080730
10.1650/CONDOR-16-166.1,Q73183542
10.1371/journal.pbio.2004044,Q47141858
10.1016/j.scs.2017.07.014,Q73141901
10.1002/j.1681-4835.2017.tb00610.x,Q74021273
10.1186/s12942-017-0113-9,Q46145597
10.1109/TLA.2017.8071092,Q74021538
10.1017/S0959270916000265,Q73165761
10.1016/j.compag.2017.09.035,Q73139781
10.3390/environments4040081,Q62611511
10.3390/ijgi6120385,Q73184932
10.3390/fi9040070,Q73184767
10.1016/j.foreco.2017.10.054,Q60339577
10.1111/rec.12622,Q73174869
10.1080/13658816.2017.1413577,Q73168782
10.1080/24694452.2017.1343658,Q73169779
10.1080/00140139.2017.1349939,Q38656401
10.1080/10447318.2018.1427828,Q73168168
10.1080/21680566.2017.1353449,Q73169766
10.1590/1678-4766e2018005,Q58804072
10.1080/13658816.2017.1409353,Q73168773
10.18352/ijc.759,Q73183617
10.2902/1725-0463.2018.13.art11,Q73183983
10.5751/ES-09289-230122,Q73230730
10.1080/22797254.2018.1460567,Q73169768
10.17645/up.v3i1.1209,Q57820948
10.1007/978-3-319-65687-8_15,Q73121909
10.17351/ests2018.211,Q73183590
10.17351/ests2018.213,Q73183593
10.5751/ES-10087-230227,Q73230735
10.25267/Rev_Eureka_ensen_divulg_cienc.2018.v15.i1.1105,Q73183973
10.1080/13658816.2018.1470633,Q73168795
10.1080/13658816.2018.1464167,Q73168789
10.5840/eps20185519,Q73230743
10.1080/13658816.2018.1480784,Q73168801
10.1080/10095020.2018.1493817,Q73168151
10.1080/10095020.2018.1496556,Q73168156
10.1080/19479832.2018.1504825,Q73169739
10.1002/ece3.3758,Q49606442
10.1111/tgis.12300,Q73174918
10.1016/j.geoforum.2018.01.005,Q73140432
10.3390/ijgi7020039,Q73184935
10.3390/s18020059,Q48512348
10.1007/978-3-319-42089-9_1,Q41004782
10.1007/978-3-319-59111-7_43,Q73121891
10.1080/00396265.2016.1180755,Q73167054
10.17645/up.v2i3.1013,Q73183608
10.1016/j.biocon.2016.12.025,Q62606663
10.1111/fme.12231,Q73172287
10.1016/j.foreco.2017.09.033,Q73140372
10.21273/HORTSCI12552-17,Q73183884
10.1111/tgis.12189,Q60400677
10.1007/s12601-017-0025-4,Q73137234
10.17645/up.v1i2.620,Q73183600
10.1080/15230406.2016.1276479,Q73168929
10.1007/s10708-015-9695-6,Q55833922
10.1145/2914586.2914621,Q55674017
10.1007/s10708-017-9775-x,Q58484305
10.5194/isprsannals-II-3-W5-179-2015,Q73230569
10.1007/s11069-016-2581-9,Q59526423
10.1016/j.ocecoaman.2017.10.031,Q64214173
10.1371/journal.pone.0201558,Q58794311
10.1016/j.ascom.2018.02.004,Q73139241
10.1080/01431161.2016.1199061,Q73167068
10.3390/ijgi7070253,Q73186508
10.1038/s41598-017-14851-6,Q43877161
10.1016/j.solener.2017.06.046,Q55833855
10.1111/2041-210X.12746,Q58790157
10.1007/s10584-017-2081-2,Q57080732
10.1109/DAS.2016.47,Q73170947
10.1093/biosci/biw070,Q60527592
10.1007/978-3-319-16787-9_5,Q73121769
10.1111/tgis.12198,Q56943114
10.3390/ijgi6010024,Q56773306
10.1080/13658816.2017.1287370,Q73168765
10.1016/j.seares.2017.03.016,Q60519055
10.1177/0272684X16657734,Q39587701
10.1039/c7em00082k,Q46311051
10.1371/journal.pcbi.1005995,Q50420351
10.1016/j.envsci.2017.06.001,Q57764134
10.4039/tce.2017.48,Q73230504
10.1371/journal.pone.0163407,Q36153673
10.17645/up.v1i2.608,Q73183595
10.1016/j.dss.2017.06.010,Q73139994
10.1007/s10980-016-0430-6,Q73134298
10.3390/ijgi5060087,Q73184905
10.1016/j.isprsjprs.2016.06.003,Q73140698
10.1016/j.ecoser.2018.02.008,Q73140043
10.1016/j.pecon.2017.06.004,Q60510723
10.1016/j.procs.2017.05.377,Q73141490
10.1080/10095020.2018.1498666,Q73168161
10.1007/s10708-016-9764-5,Q73134219
10.1080/01944363.2018.1434010,Q73167090
10.1007/s12517-017-3155-1,Q73137198
10.1007/s41324-016-0042-x,Q73137324
